source_id,publisher,official_page_url,raw_file,reference_year,geographic_scope,reported_age_group,reported_value,unit,definition_compatibility,sha256,retrieval_date,processing_status
GD_STATS_2025_POP_SAMPLE,Guangdong Provincial Bureau of Statistics,http://stats.gd.gov.cn/gkmlpt/content/4/4919/post_4919997.html,official_2025_population_sample_survey_bulletin.pdf,2025,Guangdong Province,age_0_14,2191,10000_persons,not_3_5_or_3_6_compatible,951017AE5404FD44179EADABDECEC8B8CBBEBF78841D8AB6CC2225A77C7A1A14,2026-07-28,raw_archived_screened_not_definition_compatible
