source_id,publisher,official_page_url,raw_file,reference_year,geographic_scope,unit,variable_screened,keyword_check,sha256,retrieval_date,processing_status
GD_FIN_2017_PROVINCIAL_FINAL_ACCOUNTS,Guangdong Provincial Department of Finance,https://czt.gd.gov.cn/gkmlpt/content/2/2225/post_2225620.html,official_provincial_general_budget_expenditure_final_accounts.pdf,2017,provincial_level_general_public_budget,10000_yuan,preschool_specific_public_expenditure,not_found_学前教育_or_20502,899213582C92A23D64EC51895158A4028F19E7CAEA91E83D016BBA7B2A1778DD,2026-07-28,raw_archived_screened_not_definition_compatible
