source_id,publisher,official_page_url,official_attachment_url,raw_file,reference_year,geographic_scope,unit,table_location,variable_screened,sha256,retrieval_date,processing_status
GD_FIN_2020_PROVINCIAL_FINAL_ACCOUNTS,Guangdong Provincial Department of Finance,https://czt.gd.gov.cn/gkmlpt/content/3/3460/post_3460948.html,https://czt.gd.gov.cn/attachment/0/501/501762/3460948.pdf,official_guangdong_2020_provincial_final_accounts.pdf,2020,guangdong_provincial_level_not_province_wide_total,10000_yuan,"Table 5; PDF page 20; printed table page 16",preschool_specific_public_expenditure,25B72C8B1F7AE2A077114C6165AAF9B8124BB385E5277C243C13D52B2C49E6F0,2026-07-30,raw_archived_pending_scope_review
