source_id,publishers,official_page_url,raw_file,reference_year,geographic_scope,verified_field,verified_value,unit,definition_compatibility,sha256,retrieval_date,processing_status
GD_EDU_FIN_2024_GENERAL_CONTEXT,Guangdong Provincial Department of Education|Guangdong Provincial Department of Finance|Guangdong Provincial Bureau of Statistics,https://edu.gd.gov.cn/gkmlpt/content/4/4850/post_4850219.html,official_2024_guangdong_education_finance_statistics.pdf,2024,Guangdong Province,general_public_budget_education_expenditure,3986.43,100_million_yuan,context_only_not_preschool_specific,61E5CD4A49CB38505CFD8C3810035436DAF78BCFBDB2C92FCC16C8F8533861B3,2026-07-28,raw_archived_context_only_pending_independent_review
