source_id,reference_year,filename,publisher,retrieval_date,geographic_level,format,original_url,sha256,archive_entry,intended_use
GANSU_2025_YEARBOOK,2024,91d122a2385a4b67880776b17c343fcc.zip,Gansu Provincial Bureau of Statistics,2026-08-06,provincial,ZIP,https://tjj.gansu.gov.cn/tjj/c109464/2016-06/22/873675/files/91d122a2385a4b67880776b17c343fcc.zip,8E38D2556A394D73709F486364C3ACC3BCA5894E3781DF22F9A20BC21E1FB42F,"Gansu Statistical Yearbook 2025/zk/html/18-25.xls; 18-25 Basic conditions of kindergartens and primary schools by locality and county (2024)",official raw archive candidate; pending independent source-scope and definition review; not an analytical input
