region,reference_year,local_general_public_budget_revenue_100m_yuan,local_general_public_budget_expenditure_100m_yuan,source_id,source_table,entry_method,verification_status,quality_flag,prai_input_eligibility
Guangdong,2015,9366.7800,12827.7964,GUANGDONG_2025_YEARBOOK,"8-3 Local Government General Budget Revenue and Expenditure by City (Provincial Total)",archive_excel_transcription,requires_second_review,none,not_eligible_without_preschool_specific_expenditure_mapping
Guangdong,2020,12923.8452,17430.7853,GUANGDONG_2025_YEARBOOK,"8-3 Local Government General Budget Revenue and Expenditure by City (Provincial Total)",archive_excel_transcription,requires_second_review,none,not_eligible_without_preschool_specific_expenditure_mapping
Guangdong,2021,14105.0365,18247.0084,GUANGDONG_2025_YEARBOOK,"8-3 Local Government General Budget Revenue and Expenditure by City (Provincial Total)",archive_excel_transcription,requires_second_review,none,not_eligible_without_preschool_specific_expenditure_mapping
Guangdong,2022,13260.8808,18533.0800,GUANGDONG_2025_YEARBOOK,"8-3 Local Government General Budget Revenue and Expenditure by City (Provincial Total)",archive_excel_transcription,requires_second_review,none,not_eligible_without_preschool_specific_expenditure_mapping
Guangdong,2023,13850.7757,18527.0276,GUANGDONG_2025_YEARBOOK,"8-3 Local Government General Budget Revenue and Expenditure by City (Provincial Total)",archive_excel_transcription,requires_second_review,none,not_eligible_without_preschool_specific_expenditure_mapping
Guangdong,2024,13533.9828,17956.0571,GUANGDONG_2025_YEARBOOK,"8-3 Local Government General Budget Revenue and Expenditure by City (Provincial Total)",archive_excel_transcription,requires_second_review,none,not_eligible_without_preschool_specific_expenditure_mapping
