source_id,publisher,publication,table_title,reference_date,geographic_level,variable_coverage,unit_status,official_url,raw_file,sha256,retrieval_date,processing_status
NBS_7CENSUS_2020_A0105,National Bureau of Statistics of China,China Population Census Yearbook 2020,Table 1-5 Population by Age and Sex in All Regions,2020-11-01,provincial,age groups 0 1-4 5-9 and above,persons,https://www.stats.gov.cn/sj/pcsj/rkpc/7rp/zk/html/A0105.jpg,A0105_provincial_population_by_age_and_sex_2020.jpg,F3E2E0D802A5D762B7E278530053E53FF61D4AF122B2FD7396433B0412FEC831,2026-07-28,raw_archived_screened_not_definition_compatible
