source_id,publisher,official_page_url,official_attachment_url,raw_file,reference_year,geographic_scope,unit,table_location,variable_screened,sha256,retrieval_date,processing_status
GD_FIN_2019_PROVINCIAL_FINAL_ACCOUNTS,Guangdong Provincial Department of Finance,https://czt.gd.gov.cn/gkmlpt/content/3/3055/post_3055925.html,https://czt.gd.gov.cn/attachment/0/398/398094/3055925.pdf,official_guangdong_2019_provincial_final_accounts.pdf,2019,guangdong_provincial_level_not_province_wide_total,10000_yuan,"Table 5; PDF page 17; printed table page 13",preschool_specific_public_expenditure,F8779F386F664172F49A6453932E1F366D6139EC02093DD13DC42EA3184BB3E4,2026-07-30,raw_archived_pending_scope_review
